Orig_ID,Library_ref,R_ID,Int_Type,Intervention,LLIN_Gen,Mosquito_species,Species_clean,Hut,my_species,Insecticide,Insecticide_class,R_Site,Site_number,is.comb,Ins_type,control,is_treat,is_washed,No_washes,field_age,Nights_collect,Nights_known,Totals_known,N_total,N_fed,N_exited,N_24h_mort,N_72h_mort,N_dead_comb,N_Control,pc_Deterred,pc_dead,pc_dead_chlor,pc_fed,pc_dead_comb,pc_veranda,year,Data_public,Data_visible,plot_code,Note
24,25,17,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,East,3,untreated,untreated,Mabogini_Tanzania,13,1,1,1,0,0,0,0,25,1,1,75,3,7,1,,1,NA,0,1.333333333,,4,1.333333333,9.333333333,,1,1,0,
24,25,17,LLIN,PermaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Mabogini_Tanzania,13,1,3,0,1,0,0,0,25,1,1,10,0,9,6,,6,75,86.66666667,60,,0,60,90,,1,1,0,
24,25,17,LLIN,PermaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Mabogini_Tanzania,13,1,3,0,1,1,20,0,25,1,1,16,0,15,6,,6,75,78.66666667,37.5,,0,37.5,93.75,,1,1,0,
24,25,17,LLIN,PermaNet 3.0,2,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin + PBO,pyrethroid + PBO,Mabogini_Tanzania,13,2,10,0,1,0,0,0,25,1,1,16,0,13,8,,8,75,78.66666667,50,,0,50,81.25,,1,1,0,
24,25,17,LLIN,PermaNet 3.0,2,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin + PBO,pyrethroid + PBO,Mabogini_Tanzania,13,2,10,0,1,1,20,0,25,1,1,15,0,12,5,,5,75,80,33.33333333,,0,33.33333333,80,,1,1,0,
25,26,18,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,East,3,untreated,untreated,Magugu_Tanzania,14,1,1,1,0,0,0,0,30,1,1,385,176,118,1,,1,NA,0,0.25974026,,45.71428571,0.25974026,30.64935065,,1,1,0,
25,26,18,LLIN,DuraNet,1,An. gambiae s.l.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Magugu_Tanzania,14,1,2,0,1,0,0,0,30,1,1,84,3,73,10,,10,385,78.18181818,11.9047619,,3.571428571,11.9047619,86.9047619,,1,1,0,
25,26,18,LLIN,DuraNet,1,An. gambiae s.l.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Magugu_Tanzania,14,1,2,0,1,1,20,0,30,1,1,257,7,229,11,,11,385,33.24675325,4.280155642,,2.723735409,4.280155642,89.10505837,,1,1,0,
25,26,18,LLIN,PermaNet 3.0,2,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin + PBO,pyrethroid + PBO,Magugu_Tanzania,14,2,10,0,1,0,0,0,30,1,1,241,31,188,10,,10,385,37.4025974,4.149377593,,12.86307054,4.149377593,78.00829876,,1,1,0,
25,26,18,LLIN,PermaNet 3.0,2,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin + PBO,pyrethroid + PBO,Magugu_Tanzania,14,2,10,0,1,1,20,0,30,1,1,169,15,131,10,,10,385,56.1038961,5.917159763,,8.875739645,5.917159763,77.5147929,,1,1,0,
27,28,19,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,East,3,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,60,1,1,171,78,147,12,,12,NA,0,7.01754386,,45.61403509,7.01754386,85.96491228,,1,1,0,
27,28,19,LLIN,Interceptor,1,An. gambiae,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,60,1,1,134,16,116,124,,124,171,21.6374269,92.53731343,,11.94029851,92.53731343,86.56716418,,1,1,0,
27,28,19,LLIN,Interceptor,1,An. gambiae,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,60,1,1,122,19,113,95,,95,171,28.65497076,77.86885246,,15.57377049,77.86885246,92.62295082,,1,1,0,
27,28,19,LLIN,Interceptor,1,An. gambiae,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,30,0,60,1,1,183,41,174,115,,115,171,-7.01754386,62.84153005,,22.40437158,62.84153005,95.08196721,,1,1,0,
27,28,19,CTN,alphacypermethrin,NA,An. gambiae,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,60,1,1,224,73,207,103,,103,171,-30.99415205,45.98214286,,32.58928571,45.98214286,92.41071429,,1,1,0,
27,28,19,Untreated net,Untreated,NA,An. funestus,An. funestus,East,2,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,60,1,1,81,26,70,11,,11,NA,0,13.58024691,,32.09876543,13.58024691,86.41975309,,1,1,0,
27,28,19,LLIN,Interceptor,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,60,1,1,68,11,65,56,,56,81,16.04938272,82.35294118,,16.17647059,82.35294118,95.58823529,,1,1,0,
27,28,19,LLIN,Interceptor,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,60,1,1,87,14,86,57,,57,81,-7.407407407,65.51724138,,16.09195402,65.51724138,98.85057471,,1,1,0,
27,28,19,LLIN,Interceptor,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,30,0,60,1,1,79,19,76,51,,51,81,2.469135802,64.55696203,,24.05063291,64.55696203,96.20253165,,1,1,0,
27,28,19,CTN,alphacypermethrin,NA,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,60,1,1,125,27,120,72,,72,81,-54.32098765,57.6,,21.6,57.6,96,,1,1,0,
28,29,20,Untreated net,Untreated,NA,An. gambiae s.s.,An. gambiae s.l.,East,3,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,60,1,1,112,30,102,4,,4,NA,0,3.571428571,,26.78571429,3.571428571,91.07142857,,1,1,0,
28,29,20,LLIN,Olyset Net,1,An. gambiae s.s.,An. gambiae s.l.,East,3,permethrin,pyrethroid,Muheza_Tanzania,17,1,4,0,1,0,0,0,60,1,1,177,28,174,111,,111,112,-58.03571429,62.71186441,,15.81920904,62.71186441,98.30508475,,1,1,0,
28,29,20,CTN,alphacypermethrin,NA,An. gambiae s.s.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,60,1,1,93,8,88,67,,67,112,16.96428571,72.04301075,,8.602150538,72.04301075,94.62365591,,1,1,0,
28,29,20,Untreated net,Untreated,NA,An. funestus,An. funestus,East,2,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,60,1,1,315,102,288,25,,25,NA,0,7.936507937,,32.38095238,7.936507937,91.42857143,,1,1,0,
28,29,20,LLIN,Olyset Net,1,An. funestus,An. funestus,East,2,permethrin,pyrethroid,Muheza_Tanzania,17,1,4,0,1,0,0,0,60,1,1,222,36,206,164,,164,315,29.52380952,73.87387387,,16.21621622,73.87387387,92.79279279,,1,1,0,
28,29,20,CTN,alphacypermethrin,NA,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,60,1,1,211,21,210,149,,149,315,33.01587302,70.61611374,,9.952606635,70.61611374,99.52606635,,1,1,0,
33,32,21,Untreated net,Untreated,,An. arabiensis,An. gambiae s.l.,East,3,untreated,untreated,Mabogini_Tanzania,13,1,1,1,0,0,0,0,24,1,1,521,125,430,133,,133,NA,0,25.52783109,,23.99232246,25.52783109,82.53358925,,1,1,0,
33,32,21,CTN,deltamethrin,,An. arabiensis,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Mabogini_Tanzania,13,1,3,0,1,0,0,0,24,1,1,361,67,307,181,,181,521,30.71017274,50.13850416,,18.55955679,50.13850416,85.04155125,,1,1,0,
33,32,21,CTN,alphacypermethrin,,An. arabiensis,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Mabogini_Tanzania,13,1,2,0,1,0,0,0,24,1,1,391,68,330,195,,195,521,24.95201536,49.87212276,,17.39130435,49.87212276,84.39897698,,1,1,0,
33,32,21,CTN,permethrin,,An. arabiensis,An. gambiae s.l.,East,3,permethrin,pyrethroid,Mabogini_Tanzania,13,1,4,0,1,0,0,0,24,1,1,337,48,298,124,,124,521,35.31669866,36.79525223,,14.24332344,36.79525223,88.4272997,,1,1,0,
34,32,22,Untreated net,Untreated,NA,An. arabiensis,An. gambiae s.l.,East,3,untreated,untreated,Mabogini_Tanzania,13,1,1,1,0,0,0,0,12,0,1,195,134,138,0,,0,NA,0,0,,68.71794872,0,70.76923077,,1,1,0,
34,32,22,LLIN,Olyset Net,1,An. arabiensis,An. gambiae s.l.,East,3,permethrin,pyrethroid,Mabogini_Tanzania,13,1,4,0,1,0,0,0,12,0,1,196,7,189,23,,23,195,-0.512820513,11.73469388,,3.571428571,11.73469388,96.42857143,,1,1,0,
35,33,23,Untreated net,Untreated,NA,An. coluzzii,An. coluzzii,West,1,untreated,untreated,Akron_Benin,1,1,1,1,0,0,0,0,56,1,1,185,120,41,30,,30,NA,0,16.21621622,,64.86486486,16.21621622,22.16216216,,1,1,0,
35,33,23,LLIN,PermaNet 2.0,1,An. coluzzii,An. coluzzii,West,1,deltamethrin,pyrethroid,Akron_Benin,1,1,3,0,1,0,0,0,56,1,1,114,64,72,50,,50,185,38.37837838,43.85964912,,56.14035088,43.85964912,63.15789474,,1,1,0,
35,33,23,LLIN,PermaNet 2.0,1,An. coluzzii,An. coluzzii,West,1,deltamethrin,pyrethroid,Akron_Benin,1,1,3,0,1,1,20,0,56,1,1,174,103,89,50,,50,185,5.945945946,28.73563218,,59.1954023,28.73563218,51.14942529,,1,1,0,
35,33,23,LLIN,Olyset Net,1,An. coluzzii,An. coluzzii,West,1,permethrin,pyrethroid,Akron_Benin,1,1,4,0,1,0,0,0,56,1,1,197,95,124,53,,53,185,-6.486486486,26.9035533,,48.22335025,26.9035533,62.94416244,,1,1,0,
35,33,23,LLIN,PermaNet 3.0,2,An. coluzzii,An. coluzzii,West,1,deltamethrin + PBO,pyrethroid + PBO,Akron_Benin,1,2,10,0,1,0,0,0,56,1,1,128,61,76,67,,67,185,30.81081081,52.34375,,47.65625,52.34375,59.375,,1,1,0,
35,33,23,LLIN,PermaNet 3.0,2,An. coluzzii,An. coluzzii,West,1,deltamethrin + PBO,pyrethroid + PBO,Akron_Benin,1,2,10,0,1,1,20,0,56,1,1,155,84,78,48,,48,185,16.21621622,30.96774194,,54.19354839,30.96774194,50.32258065,,1,1,0,
36,34,24,Untreated net,Untreated,NA,An. gambiae s.s.,An. gambiae s.l.,West,3,untreated,untreated,Ladji_Benin,10,1,1,1,0,0,0,0,42,1,1,689,572,172,,,0,NA,0,0,,83.01886792,0,24.96371553,,1,1,0,
36,34,24,CTN,lambdacyhalothrin,NA,An. gambiae s.s.,An. gambiae s.l.,West,3,lambdacyhalothrin,pyrethroid,Ladji_Benin,10,1,5,0,1,0,0,0,42,1,1,386,317,112,115,,115,689,43.97677794,29.79274611,,82.12435233,29.79274611,29.01554404,,1,1,0,
36,34,24,CTN,Reldan GF 1246,NA,An. gambiae s.s.,An. gambiae s.l.,West,3,chlorpyrifos methyl,organophosphate,Ladji_Benin,10,1,16,0,1,0,0,0,42,1,1,648,518,222,293,,293,689,5.95065312,45.21604938,,79.9382716,45.21604938,34.25925926,,1,1,0,
37,35,25,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Ladji_Benin,10,1,1,1,0,0,0,0,48,1,1,84,77,27,2,8,8,84,0,2.380952381,9.523809524,91.66666667,2.380952381,32.14285714,,1,1,0,
37,35,25,CTN,Phantom SC,NA,An. gambiae,An. gambiae s.l.,West,3,chlorfenapyr,pyrrole,Ladji_Benin,10,1,14,0,1,0,0,0,48,1,1,116,101,37,32,62,62,84,-38.0952381,27.5862069,53.44827586,87.06896552,53.44827586,31.89655172,,1,1,0,
38,36,26,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Malanville_Benin,15,1,1,1,0,0,0,0,50,1,1,363,282,131,13,,13,NA,0,3.581267218,,77.68595041,3.581267218,36.08815427,,1,1,0,
38,36,26,CTN,lambdacyhalothrin,NA,An. gambiae,An. gambiae s.l.,West,3,lambdacyhalothrin,pyrethroid,Malanville_Benin,15,1,5,0,1,0,0,0,50,1,1,267,8,125,263,,263,363,26.44628099,98.50187266,,2.996254682,98.50187266,46.8164794,,1,1,0,
39,37,27,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Yaokoffikro_Cotedivoire,29,1,1,1,0,0,0,0,48,1,1,143,23,43,4,,4,NA,0,2.797202797,,16.08391608,2.797202797,30.06993007,,1,1,0,
39,37,27,LLIN,Olyset Net,1,An. gambiae,An. gambiae s.l.,West,3,permethrin,pyrethroid,Yaokoffikro_Cotedivoire,29,1,4,0,1,0,0,0,48,1,1,80,12,39,22,,22,143,44.05594406,27.5,,15,27.5,48.75,,1,1,0,
40,38,28,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,untreated,untreated,Cove_Benin,3,1,1,1,0,0,0,0,72,1,1,673,395,213,19,32,32,NA,0,2.823179792,4.754829123,58.69242199,2.823179792,31.64933135,,1,0,0,
40,38,28,LLIN,Interceptor,1,An. gambiae s.l.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Cove_Benin,3,1,2,0,1,0,0,0,72,1,1,631,148,368,125,138,125,673,6.240713224,19.80982567,,23.4548336,19.80982567,58.32012678,,1,0,0,
40,38,28,LLIN,Interceptor,1,An. gambiae s.l.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Cove_Benin,3,1,2,0,1,1,15,0,72,1,1,799,209,412,98,,98,673,-18.72213967,12.26533166,,26.15769712,12.26533166,51.56445557,,1,0,0,
40,38,28,LLIN,Interceptor,1,An. gambiae s.l.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Cove_Benin,3,1,2,0,1,1,20,0,72,1,1,950,308,467,125,145,125,673,-41.1589896,13.15789474,,32.42105263,13.15789474,49.15789474,,1,0,0,
40,38,28,CTN,chlorfenapyr,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,chlorfenapyr,pyrrole,Cove_Benin,3,1,14,0,1,0,0,0,72,1,1,713,250,337,451,512,512,673,-5.943536404,63.25385694,71.80925666,35.0631136,71.80925666,47.26507714,,1,0,0,
40,38,28,LLIN,Interceptor G2,2,An. gambiae s.l.,An. gambiae s.l.,West,3,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Cove_Benin,3,2,15,0,1,0,0,0,72,1,1,697,161,412,425,467,467,673,-3.566121842,60.97560976,67.00143472,23.0989957,67.00143472,59.11047346,,1,0,0,
40,38,28,LLIN,Interceptor G2,2,An. gambiae s.l.,An. gambiae s.l.,West,3,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Cove_Benin,3,2,15,0,1,1,15,0,72,1,1,616,185,362,379,420,420,673,8.469539376,61.52597403,68.18181818,30.03246753,68.18181818,58.76623377,,1,0,0,
40,38,28,LLIN,Interceptor G2,2,An. gambiae s.l.,An. gambiae s.l.,West,3,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Cove_Benin,3,2,15,0,1,1,20,0,72,1,1,929,259,501,497,567,567,673,-38.03863299,53.49838536,61.03336921,27.87944026,61.03336921,53.92895587,,1,0,0,
41,39,29,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Tiassale_Cotedivoire,25,1,1,1,0,0,0,0,12,0,1,130,74,38,20,,20,NA,0,15.38461538,,56.92307692,15.38461538,29.23076923,,1,1,0,
41,39,29,LLIN,PermaNet 2.0,1,An. gambiae,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Tiassale_Cotedivoire,25,1,3,0,1,0,0,0,12,0,1,108,20,55,68,,68,130,16.92307692,62.96296296,,18.51851852,62.96296296,50.92592593,,1,1,0,
43,42,30,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,untreated,untreated,Cove_Benin,3,1,1,1,0,0,0,0,54,1,1,310,210,95,8,16,16,NA,0,2.580645161,5.161290323,67.74193548,2.580645161,30.64516129,,1,1,0,
43,42,30,LLIN,Interceptor,1,An. gambiae s.l.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Cove_Benin,3,1,2,0,1,0,0,0,54,1,1,175,65,82,20,45,20,310,43.5483871,11.42857143,,37.14285714,11.42857143,46.85714286,,1,1,0,
43,42,30,LLIN,Interceptor G2,2,An. gambiae s.l.,An. gambiae s.l.,West,4,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Cove_Benin,3,2,15,0,1,0,0,0,54,1,1,251,120,106,137,185,185,310,19.03225806,54.58167331,73.70517928,47.80876494,73.70517928,42.2310757,,1,1,0,
46,46,31,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Akron_Benin,1,1,1,1,0,0,0,0,16,1,1,64,35,20,4,,4,NA,0,6.25,,54.6875,6.25,31.25,,1,1,0,
46,46,31,LLIN,Olyset Net,1,An. gambiae,An. gambiae s.l.,West,3,permethrin,pyrethroid,Akron_Benin,1,1,4,0,1,0,0,0,16,1,1,76,34,40,21,,21,64,-18.75,27.63157895,,44.73684211,27.63157895,52.63157895,,1,1,0,
46,46,31,LLIN,PPF,2,An. gambiae,An. gambiae s.l.,West,3,pyriproxyfen,juvenile hormone mimic,Akron_Benin,1,1,12,0,1,0,0,0,16,1,1,91,54,26,19,,19,64,-42.1875,20.87912088,,59.34065934,20.87912088,28.57142857,,1,1,0,
46,46,31,LLIN,Olyset Duo,2,An. gambiae,An. gambiae s.l.,West,3,permethrin + pyriproxyfen,pyrethroid + juvenile hormone mimic,Akron_Benin,1,2,13,0,1,0,0,0,16,1,1,72,10,40,36,,36,64,-12.5,50,,13.88888889,50,55.55555556,,1,1,0,
47,47,32,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Cove_Benin,3,1,1,1,0,0,0,0,42,1,1,2874,1004,1325,159,,159,NA,0,5.532359081,,34.93389005,5.532359081,46.10299235,,1,1,0,
47,47,32,LLIN,Olyset Net,1,An. gambiae,An. gambiae s.l.,West,3,permethrin,pyrethroid,Cove_Benin,3,1,4,0,1,0,0,0,42,1,1,3804,444,2493,1228,,1228,2874,-32.35908142,32.28180862,,11.67192429,32.28180862,65.5362776,,1,1,0,
47,47,32,LLIN,Olyset Net,1,An. gambiae,An. gambiae s.l.,West,3,permethrin,pyrethroid,Cove_Benin,3,1,4,0,1,1,20,0,42,1,1,3782,875,2177,1012,,1012,2874,-31.59359777,26.75832893,,23.13590693,26.75832893,57.56213644,,1,1,0,
47,47,32,LLIN,PPF,2,An. gambiae,An. gambiae s.l.,West,3,pyriproxyfen,juvenile hormone mimic,Cove_Benin,3,1,12,0,1,0,0,0,42,1,1,3007,720,1367,868,,868,2874,-4.62769659,28.86597938,,23.94413036,28.86597938,45.46059195,,1,1,0,
47,47,32,LLIN,PPF,2,An. gambiae,An. gambiae s.l.,West,3,pyriproxyfen,juvenile hormone mimic,Cove_Benin,3,1,12,0,1,1,20,0,42,1,1,2897,1031,1286,660,,660,2874,-0.800278358,22.78218847,,35.58853987,22.78218847,44.39074905,,1,1,0,
47,47,32,LLIN,Olyset Duo,2,An. gambiae,An. gambiae s.l.,West,3,permethrin + pyriproxyfen,pyrethroid + juvenile hormone mimic,Cove_Benin,3,2,13,0,1,0,0,0,42,1,1,3840,281,2458,1536,,1536,2874,-33.61169102,40,,7.317708333,40,64.01041667,,1,1,0,
47,47,32,LLIN,Olyset Duo,2,An. gambiae,An. gambiae s.l.,West,3,permethrin + pyriproxyfen,pyrethroid + juvenile hormone mimic,Cove_Benin,3,2,13,0,1,1,20,0,42,1,1,3293,497,1943,1314,,1314,2874,-14.57898399,39.90282417,,15.09262071,39.90282417,59.00394777,,1,1,0,
48,48,33,Untreated net,Untreated,NA,An. gambiae s.s.,An. gambiae s.l.,West,3,untreated,untreated,VDK_BurkinaFaso,27,1,1,1,0,0,0,0,24,0,1,81,64,27,12,,12,NA,0,14.81481481,,79.01234568,14.81481481,33.33333333,,1,1,0,
48,48,33,LLIN,PermaNet 2.0,1,An. gambiae s.s.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,VDK_BurkinaFaso,27,1,3,0,1,0,0,0,24,0,1,42,11,24,25,,25,81,48.14814815,59.52380952,,26.19047619,59.52380952,57.14285714,,1,1,0,
49,48,34,Untreated net,Untreated,NA,An. gambiae s.s.,An. gambiae s.l.,West,3,untreated,untreated,VDK_BurkinaFaso,27,1,1,1,0,0,0,0,24,0,1,255,114,79,24,,24,NA,0,9.411764706,,44.70588235,9.411764706,30.98039216,,1,1,0,
49,48,34,LLIN,PermaNet 2.0,1,An. gambiae s.s.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,VDK_BurkinaFaso,27,1,3,0,1,0,0,0,24,0,1,72,15,45,32,,32,255,71.76470588,44.44444444,,20.83333333,44.44444444,62.5,,1,1,0,
51,50,35,Untreated net,Untreated,NA,An. arabiensis,An. gambiae s.l.,Ifakara,3,untreated,untreated,Lupiro_Tanzania,12,1,1,1,0,0,0,0,60,1,1,4596,NA,31,403,,403,NA,0,8.768494343,,NA,8.768494343,0.674499565,,1,1,0,
51,50,35,LLIN,Olyset Net,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,permethrin,pyrethroid,Lupiro_Tanzania,12,1,4,0,1,0,0,0,60,1,1,6047,NA,15,709,,709,4596,-31.57093124,11.72482223,,NA,11.72482223,0.248056888,,1,1,0,
51,50,35,LLIN,PermaNet 2.0,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,deltamethrin,pyrethroid,Lupiro_Tanzania,12,1,3,0,1,0,0,0,60,1,1,4420,NA,11,844,,844,4596,3.829416884,19.09502262,,NA,19.09502262,0.248868778,,1,1,0,
51,50,35,LLIN,Icon Life,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,deltamethrin,pyrethroid,Lupiro_Tanzania,12,1,3,0,1,0,0,0,60,1,1,6492,NA,30,1028,,1028,4596,-41.25326371,15.83487369,,NA,15.83487369,0.462107209,,1,1,0,
52,50,36,Untreated net,Untreated,NA,An. arabiensis,An. gambiae s.l.,Ifakara,3,untreated,untreated,Lupiro_Tanzania,12,1,1,1,0,0,0,0,90,1,1,7181,NA,NA,968,,968,NA,0,13.48001671,,NA,13.48001671,NA,,1,1,0,
52,50,36,LLIN,Olyset Net,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,permethrin,pyrethroid,Lupiro_Tanzania,12,1,4,0,1,0,0,0,90,1,1,9789,NA,NA,1742,,1742,7181,-36.31806155,17.79548473,,NA,17.79548473,NA,,1,1,0,
52,50,36,LLIN,PermaNet 2.0,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,deltamethrin,pyrethroid,Lupiro_Tanzania,12,1,3,0,1,0,0,0,90,1,1,8240,NA,NA,1644,,1644,7181,-14.74724969,19.95145631,,NA,19.95145631,NA,,1,1,0,
52,50,36,LLIN,Icon Life,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,deltamethrin,pyrethroid,Lupiro_Tanzania,12,1,3,0,1,0,0,0,90,1,1,11279,NA,NA,2121,,2121,7181,-57.06726083,18.80485859,,NA,18.80485859,NA,,1,1,0,
55,54,37,Untreated net,Untreated,NA,An. arabiensis,An. gambiae s.l.,East,3,untreated,untreated,LowerMoshi_Tanzania,11,1,1,1,0,0,0,0,16,1,1,143,36,124,21,21,21,NA,0,14.68531469,,25.17482517,14.68531469,86.71328671,,1,1,0,
55,54,37,CTN,alphacypermethrin,NA,An. arabiensis,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,LowerMoshi_Tanzania,11,1,2,0,1,0,0,0,16,1,1,110,13,92,55,,55,143,23.07692308,50,,11.81818182,50,83.63636364,,1,1,0,
55,54,37,CTN,Phantom SC,NA,An. arabiensis,An. gambiae s.l.,East,4,chlorfenapyr,pyrrole,LowerMoshi_Tanzania,11,1,14,0,1,0,0,0,16,1,1,135,9,113,63,65,65,143,5.594405594,46.66666667,,6.666666667,46.66666667,83.7037037,,1,1,0,
55,54,37,CTN,Phantom SC + Fendona SC,NA,An. arabiensis,An. gambiae s.l.,East,5,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,LowerMoshi_Tanzania,11,2,15,0,1,0,0,0,16,1,1,106,6,81,58,61,61,143,25.87412587,54.71698113,,5.660377358,54.71698113,76.41509434,,1,1,0,Please check CTN status (ITN_type) of this net
59,56,38,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,untreated,untreated,Malanville_Benin,15,1,1,1,0,0,0,0,72,1,1,69,43,15,0,,0,NA,0,0,,62.31884058,0,21.73913043,,1,1,0,
59,56,38,LLIN,Olyset Net,1,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin,pyrethroid,Malanville_Benin,15,1,4,0,1,0,0,0,72,1,1,96,11,68,40,,40,69,-39.13043478,41.66666667,,11.45833333,41.66666667,70.83333333,,1,1,0,
59,56,38,LLIN,Olyset Net,1,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin,pyrethroid,Malanville_Benin,15,1,4,0,1,1,20,0,72,1,1,124,31,87,45,,45,69,-79.71014493,36.29032258,,25,36.29032258,70.16129032,,1,1,0,
59,56,38,CTN,permethrin,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin,pyrethroid,Malanville_Benin,15,1,4,0,1,1,1,0,72,1,1,74,12,48,41,,41,69,-7.246376812,55.40540541,,16.21621622,55.40540541,64.86486486,,1,1,0,
59,56,38,LLIN,Olyset Plus,2,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin + PBO,pyrethroid + PBO,Malanville_Benin,15,2,10,0,1,0,0,0,72,1,1,67,7,36,54,,54,69,2.898550725,80.59701493,,10.44776119,80.59701493,53.73134328,,1,1,0,
59,56,38,LLIN,Olyset Plus,2,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin + PBO,pyrethroid + PBO,Malanville_Benin,15,2,10,0,1,1,20,0,72,1,1,101,13,54,68,,68,69,-46.37681159,67.32673267,,12.87128713,67.32673267,53.46534653,,1,1,0,
64,60,39,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,untreated,untreated,VDK_BurkinaFaso,27,1,1,1,0,0,0,0,36,1,1,1095,644,332,204,,204,NA,0,18.63013699,,58.81278539,18.63013699,30.3196347,,1,1,0,
64,60,39,LLIN,DawaPlus 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,VDK_BurkinaFaso,27,1,3,0,1,0,0,0,36,1,1,1457,595,643,424,,424,1095,-33.05936073,29.10089224,,40.83733699,29.10089224,44.13177763,,1,1,0,
64,60,39,LLIN,Olyset Net,1,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin,pyrethroid,VDK_BurkinaFaso,27,1,4,0,1,0,0,0,36,1,1,1458,390,818,454,,454,1095,-33.15068493,31.13854595,,26.74897119,31.13854595,56.1042524,,1,1,0,
